OTU_ID,1AA,1AB,1AC,1AD,1AE,1AGA,1AGB,1AGC,1AGD,1AGE,1EA,1EB,1EC,1ED,1EE,1LGA,1LGE,1MA,1NA,1NB,1NC,1ND,1NE,1RA,1RB,1RC,1RD,1RE,2AAF,2ABF,2ABM,2ACF,2ADF,2AEF,2AEM,2AGAF,2AGAM,2AGBF,2AGBM,2AGCF,2AGCM,2AGDF,2AGDM,2AGEF,2AGEM,2EA,2EB,2EC,2ED,2LGB,2LGC,2LGD,2MA,2MB,2MC,2ME,2NA,2NB,2NC,2ND,2NE,Consensus Lineage
215,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,17,1,13,6,352,164,111,259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,15,2,9,5,13,7,8,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11; g__; s__
216,0,2,9,0,0,0,0,24,0,13,10,17,19,4,0,30,11,15,38,17,13,2,17,11,134,124,95,74,1,1,0,3,0,2,0,22,0,2,14,6,0,10,0,18,0,23,30,20,3,7,7,8,1,3,4,13,7,10,15,9,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
217,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,6,1,230,180,230,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,6,0,5,1,2,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
218,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,778,0,1,1,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
219,0,1,5,0,1,0,0,249,9,81,37,14,0,0,0,0,0,13,7,8,21,7,18,17,76,59,38,51,0,0,0,0,0,0,0,86,0,24,0,27,0,39,0,11,0,3,15,11,0,0,0,0,2,3,5,5,17,10,16,10,7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
220,10,4,5,7,7,0,0,0,0,0,7,4,0,0,0,4,0,187,9,372,17,3,4,9,0,1,0,0,13,12,0,2,2,7,3,0,0,0,0,0,0,0,0,1,0,0,6,5,0,1,0,0,0,5,15,9,17,22,24,29,5,k__Bacteria; p__Bacteroidetes
221,0,5,4,1,0,0,0,16,0,0,0,13,0,0,0,0,0,2,3,11,12,1,5,7,216,94,56,63,0,0,0,0,0,0,0,9,0,0,20,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,4,6,4,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
222,0,0,5,0,0,0,0,0,0,0,4,13,1,0,0,10,0,8,0,14,13,9,2,32,1,0,0,0,27,23,43,64,8,11,21,0,0,0,5,102,0,1,0,0,0,43,18,0,10,41,28,3,5,1,1,20,65,6,0,16,24,k__Bacteria; p__Bacteroidetes
223,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,3,4,3,0,1,5,170,239,179,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,5,4,4,1,4,5,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231; s__
224,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,3,4,6,0,7,4,217,191,183,212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,3,11,1,4,5,3,3,4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
225,1,8,3,0,0,0,0,0,0,0,6,0,0,0,0,22,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,7,0,136,157,412,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
226,0,0,1,0,0,0,0,0,0,0,9,1,0,27,0,0,14,2,0,4,1,0,1,3,5,0,2,0,0,4,1,0,0,3,0,0,0,0,2,6,0,0,0,1,0,315,301,0,0,0,0,0,0,0,2,11,4,0,9,6,12,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
227,0,0,3,1,0,0,0,0,1,0,0,56,0,0,0,0,0,2,81,4,7,115,11,129,0,0,1,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,7,24,2,0,0,0,0,1,1,0,1,0,5,47,29,5,7,41,150,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma; s__
228,1,6,8,0,0,3,0,24,0,1,45,25,96,43,0,47,38,12,4,7,9,23,4,24,10,2,3,0,20,2,9,4,2,5,0,11,0,8,0,4,0,2,0,8,0,15,20,0,11,147,83,69,5,0,0,8,68,8,2,6,17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
229,0,0,15,2,0,1,0,7,0,1,59,23,28,0,0,71,4,6,0,4,22,13,4,47,6,0,0,0,0,9,0,8,4,0,0,2,0,5,24,69,0,0,0,0,0,107,61,0,2,66,63,32,0,0,0,5,8,2,0,1,7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
230,0,0,32,0,3,0,0,192,2,21,17,7,0,0,0,0,0,3,0,2,3,0,7,6,4,10,3,4,0,0,3,0,0,2,0,112,0,75,79,64,0,75,0,35,0,2,6,4,0,0,0,0,0,1,4,3,5,2,0,1,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
231,0,0,0,0,9,0,0,0,2,0,260,26,114,0,0,0,0,13,1,33,47,51,1,68,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,9,0,0,9,0,0,18,0,1,0,7,0,18,10,8,0,2,40,k__Bacteria
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,10,2,10,2,181,160,229,165,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,3,7,0,3,5,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__
233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,9,0,5,0,175,131,120,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,3,1,1,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__
234,0,4,0,12,0,17,0,0,0,1,3,72,0,0,0,41,0,1,3,39,28,22,11,147,9,0,0,0,96,36,7,0,24,25,35,0,0,0,0,0,0,0,0,2,0,0,6,0,32,62,2,5,0,0,0,2,8,15,1,3,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
235,0,0,0,0,0,0,0,0,0,1,5,35,10,0,0,0,0,2,19,14,137,26,24,38,0,0,0,0,1,0,0,11,2,8,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,7,3,25,133,45,5,26,44,117,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma; s__
236,0,2,28,3,4,0,0,189,0,9,0,25,0,0,0,0,0,9,8,28,20,0,44,21,2,0,0,0,0,0,0,0,0,0,0,64,0,45,71,42,0,17,0,11,0,0,5,0,0,20,36,25,1,3,35,18,10,5,20,8,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
237,2,0,28,0,0,0,0,31,0,9,42,15,8,0,163,0,0,50,7,31,50,11,17,20,4,5,1,3,3,13,0,7,0,0,0,49,0,19,0,17,0,11,0,6,0,4,24,7,29,0,0,0,2,4,16,26,9,8,11,7,21,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia; s__
238,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,9,8,9,27,2,33,11,163,167,118,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,2,3,68,6,7,7,21,10,4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231; s__
239,1,0,5,1,0,6,0,7,2,2,69,9,15,0,0,32,60,15,1,13,7,3,2,42,0,0,0,0,0,8,5,5,0,7,0,4,0,3,12,7,0,1,0,0,0,8,3,5,0,188,65,121,2,0,8,1,6,1,5,3,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
241,0,0,20,0,0,0,0,138,0,13,13,0,10,0,0,2,1,20,3,80,5,1,6,2,7,62,2,6,0,32,0,0,2,5,0,133,0,36,32,19,0,125,0,17,4,1,5,0,0,1,0,3,1,1,12,1,1,0,0,3,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,98,263,13,0,52,119,23,0,0,1,12,1,0,2,2,17,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Leadbetterella; s__
243,0,0,10,0,38,0,0,0,0,0,2,11,53,0,0,16,0,0,0,3,2,13,1,9,5,3,0,0,44,65,97,20,17,74,0,0,0,0,0,2,0,0,0,0,0,53,17,0,26,1,17,0,0,0,0,24,58,2,0,5,42,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
244,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,265,250,241,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,2,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16; g__; s__
245,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,16,5,13,29,6,31,18,171,115,99,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,5,0,0,1,0,0,1,2,15,7,6,8,23,5,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
246,25,6,35,11,7,0,0,4,0,0,2,10,0,0,0,0,0,5,0,4,1,6,3,15,7,0,3,0,51,5,4,356,14,14,22,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces
247,0,0,111,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,13,0,4,0,57,8,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,174,14,0,10,0,0,0,56,38,8,25,31,36,10,17,5,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae
248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,254,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
249,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,3,1,0,2,223,129,119,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__
250,140,0,323,0,0,0,0,0,0,0,73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__
251,0,0,0,0,1,0,0,10,1,0,2,0,2,0,0,0,2,247,1,44,11,10,320,0,13,1,0,0,0,0,0,0,0,0,0,7,0,9,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,1,6,4,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
252,0,6,18,9,4,0,0,156,3,34,134,200,71,32,217,12,11,103,130,78,173,88,144,392,4,1,1,0,19,60,16,9,28,25,30,145,0,47,51,37,0,47,0,41,9,129,131,8,56,199,86,27,10,11,0,36,137,30,4,36,33,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
253,0,1,2,2,0,0,0,26,0,11,3,5,11,0,0,8,1,0,11,4,9,1,0,7,67,160,79,71,0,0,5,0,0,0,7,12,0,1,20,0,0,8,0,9,0,32,5,7,0,8,9,4,1,0,5,3,4,0,5,5,3,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__
256,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,22,0,541,5,5,0,16,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,2,0,17,33,3,9,4,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,24,13,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
258,0,2,9,0,1,0,0,1,0,16,5,0,24,0,0,9,0,2,17,9,10,2,21,3,50,32,18,38,4,0,1,0,0,0,0,12,0,4,0,0,0,8,0,7,0,8,12,0,0,0,1,1,1,4,8,6,5,4,5,5,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
259,14,8,18,25,23,0,0,58,0,0,13,14,0,0,0,3,17,10,1,6,1,2,11,17,70,0,0,0,34,4,12,17,10,31,65,10,0,18,0,5,0,2,0,7,1,5,2,0,0,10,9,5,0,0,7,5,11,5,2,5,3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Sporolactobacillaceae
260,0,0,6,1,8,0,0,40,20,3,0,45,0,43,0,0,0,5,11,4,45,19,11,102,0,0,0,0,13,0,2,17,5,28,7,13,0,0,7,8,0,2,0,3,6,24,9,0,0,7,4,0,0,0,0,11,48,1,0,18,21,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
261,0,0,1,0,0,0,0,0,0,0,0,12,0,0,24,0,0,26,39,27,126,4,196,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,1,4,7,18,6,17,6,14,8,3,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae
262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,65,8,0,31,70,216,172,0,0,0,0,1,0,2,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__
263,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,7,3,0,0,312,77,87,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
264,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,167,101,65,159,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,2,2,1,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,131,373,67,0,1,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
266,16,1,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,97,29,30,26,2,16,5,0,0,0,1,37,0,6,1,21,0,5,1,0,13,0,26,0,25,0,16,8,15,0,0,0,3,2,1,20,9,3,5,3,0,7,2,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,13,1,26,7,191,86,56,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,2,1,10,7,4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
268,7,9,15,7,7,1,2,21,13,5,25,24,8,7,33,21,17,50,15,32,47,20,17,24,15,27,21,16,15,10,44,4,10,16,9,6,1,12,6,8,1,5,2,8,13,20,16,3,11,112,23,34,8,9,8,14,49,17,14,15,11,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Sodalis; s__
269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,5,1,3,1,122,124,153,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,2,4,6,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
270,0,0,15,56,13,0,0,0,0,2,0,21,0,0,0,0,0,0,3,13,72,123,15,74,0,1,0,0,6,52,2,6,3,11,6,0,0,0,0,0,0,1,0,1,0,14,5,0,0,2,3,0,5,0,0,14,29,3,0,12,52,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
271,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,22,2,6,0,1,100,0,5,0,16,0,45,0,13,242,27,0,3,0,14,3,6,0,1,1,0,0,0,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RsaHF231; f__; g__; s__
272,0,0,0,3,5,0,0,0,2,0,0,33,0,0,0,1,0,0,2,2,3,0,87,38,0,0,0,0,46,3,1,8,34,19,16,16,0,0,0,0,0,15,0,6,3,1,18,0,0,3,6,2,1,0,0,10,54,2,0,9,11,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__
273,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,8,0,12,2,206,116,160,123,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,1,1,0,11,8,0,3,6,2,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
274,1,0,0,0,0,1,0,2,0,0,10,1,0,0,0,62,0,0,0,6,8,3,0,7,1,0,0,0,10,19,13,21,4,5,12,0,0,1,34,6,0,0,0,0,0,60,40,0,0,23,18,54,13,0,1,10,57,15,0,12,20,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
275,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,1,0,18,0,2,0,3,1,34,0,26,0,253,67,23,0,0,2,1,0,0,3,3,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
276,2,0,0,0,0,0,0,0,0,0,1,14,0,0,0,20,114,17,2,47,1,3,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,49,7,26,2,0,2,0,20,5,2,1,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
277,0,17,146,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,28,9,0,0,2,42,0,0,130,0,18,0,1,0,15,9,7,19,0,9,17,0,0,2,3,0,0,3,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,6,4,245,139,101,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__
279,0,0,3,5,6,0,0,0,0,0,0,51,23,40,0,1,0,0,4,2,30,52,18,64,1,1,0,0,4,56,0,0,7,10,0,0,0,0,0,1,0,3,0,2,0,0,9,0,0,1,0,0,1,0,0,26,16,0,0,9,93,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
280,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,2,0,1,14,93,157,114,63,0,11,0,3,0,0,0,2,0,0,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,1,7,4,13,2,6,4,4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
281,0,0,2,0,0,0,0,0,0,2,0,18,0,0,0,3,22,1,0,35,8,5,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,276,22,21,0,0,0,0,0,1,1,2,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae
282,0,1,6,0,0,0,0,0,0,0,0,0,10,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,238,47,130,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Candidatus Azobacteroides; s__
283,27,6,9,28,9,1,0,0,18,0,8,28,0,0,0,20,12,20,3,60,6,17,7,48,3,0,3,0,35,2,12,10,5,9,2,1,0,1,0,0,0,1,0,1,0,2,1,0,26,20,0,3,0,0,2,0,6,4,2,2,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
284,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,4,7,8,2,19,5,109,60,70,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,3,12,3,4,3,12,3,2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
285,2,0,8,7,5,0,0,5,0,1,11,41,15,6,0,18,49,27,10,57,27,22,6,28,99,0,0,0,14,5,0,9,3,1,0,5,0,0,0,4,0,0,0,5,2,14,36,0,0,205,111,158,0,1,0,4,31,12,0,6,19,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
286,0,0,1,1,4,0,0,0,5,0,5,81,117,0,0,6,0,13,0,18,22,17,0,73,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,26,0,0,15,21,8,3,0,0,4,18,30,0,9,4,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__HTCC2188; g__HTCC; s__
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,147,118,130,116,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,258,165,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__
291,0,2,2,2,0,1,0,0,0,0,3,11,4,0,3,44,0,4,2,12,16,30,0,28,3,0,0,0,5,1,2,6,0,4,1,0,0,0,0,1,0,0,0,3,0,6,4,0,0,58,37,7,2,0,0,9,8,1,0,2,11,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
293,0,0,11,4,0,0,0,0,6,1,0,82,0,0,0,0,0,3,6,32,112,4,18,136,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Perlucidibaca; s__
294,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,8,1,5,1,148,88,114,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,3,3,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
295,0,1,3,0,0,0,0,22,0,0,5,10,0,0,0,0,1,2,0,5,7,1,9,6,159,97,74,95,0,5,0,0,0,0,0,12,0,6,5,3,0,0,0,1,0,0,2,0,1,4,2,1,2,2,9,2,12,1,2,5,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
297,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,3,0,208,86,77,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,2,0,1,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__
