OTU_ID,1AA,1AB,1AC,1AD,1AE,1AGA,1AGB,1AGC,1AGD,1AGE,1EA,1EB,1EC,1ED,1EE,1LGA,1LGE,1MA,1NA,1NB,1NC,1ND,1NE,1RA,1RB,1RC,1RD,1RE,2AAF,2ABF,2ABM,2ACF,2ADF,2AEF,2AEM,2AGAF,2AGAM,2AGBF,2AGBM,2AGCF,2AGCM,2AGDF,2AGDM,2AGEF,2AGEM,2EA,2EB,2EC,2ED,2LGB,2LGC,2LGD,2MA,2MB,2MC,2ME,2NA,2NB,2NC,2ND,2NE,Consensus Lineage
1580,1,1,2,4,2,0,3,4,4,3,7,7,4,2,1,5,6,7,3,16,11,3,7,8,12,6,7,6,5,2,6,5,1,9,1,4,1,4,0,2,0,2,1,3,2,5,5,5,1,7,0,1,6,2,1,3,13,5,5,2,2,k__Bacteria
1583,6,5,3,10,8,1,2,13,3,5,17,4,7,1,4,4,11,17,11,19,27,6,12,21,7,13,5,9,11,9,7,4,4,7,4,6,1,8,3,7,2,5,5,7,5,15,13,0,5,8,10,5,3,4,7,11,14,4,12,3,7,k__Bacteria
1588,4,15,13,13,3,5,2,28,11,14,18,21,10,6,6,7,18,29,18,29,47,18,11,32,19,23,12,19,12,11,10,7,9,17,8,7,1,9,13,10,6,13,3,16,8,21,26,9,12,20,25,17,11,10,9,13,28,16,24,11,11,k__Bacteria
1607,2,2,2,2,1,0,0,1,1,0,26,9,1,0,1,3,0,5,8,15,21,12,10,26,4,0,0,0,21,4,4,10,5,1,0,0,0,0,0,0,0,0,0,2,0,65,5,1,10,13,14,0,3,1,4,12,26,3,10,21,7,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
1610,5,10,8,4,8,2,4,17,7,3,15,15,6,2,5,3,7,13,12,30,15,6,14,27,18,12,3,9,17,10,10,4,2,6,3,6,1,8,3,1,1,4,2,4,2,16,17,4,9,14,3,7,1,2,8,21,21,7,5,5,5,k__Bacteria
1612,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,21,33,1,6,0,2,4,6,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,144,0,2,0,0,5,5,2,0,0,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1614,1,2,266,4,10,0,0,1566,8,81,163,49,202,31,27,5,3,38,17,23,16,8,51,45,128,220,90,78,3,6,22,5,6,16,23,1251,0,814,681,638,0,562,0,220,11,28,36,20,0,5,0,6,10,15,37,42,40,13,25,15,9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Clostridium; s__ruminantium
1642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,15,1,7,6,147,159,270,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,11,1,0,0,0,1,0,0,0,0,485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
1660,0,0,1,0,0,0,0,9,0,1,18,39,11,0,0,13,0,14,18,34,65,19,30,107,2,0,0,0,3,3,0,0,5,1,0,0,0,0,0,1,0,1,0,6,0,15,19,0,1,7,13,7,1,4,0,2,36,25,1,4,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
1661,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,16,10,4,24,2,25,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,0,4,17,0,0,11,8,0,3,0,k__Bacteria
1662,0,0,9,0,0,0,0,0,0,0,3,24,1,0,0,0,0,23,0,25,62,19,30,84,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,6,0,1,0,0,0,3,4,0,1,35,16,0,6,7,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae
1667,0,5,2,5,6,0,3,10,4,5,7,10,8,1,3,2,9,19,7,18,26,5,8,19,9,12,15,11,12,3,9,3,8,5,4,9,6,4,6,3,2,5,2,4,3,12,9,5,6,17,10,10,5,8,4,6,8,3,11,2,4,k__Bacteria
1707,1,1,3,1,1,0,0,15,0,2,4,2,2,1,0,4,4,4,1,9,10,6,2,12,3,6,0,3,6,4,4,0,0,3,0,2,0,5,3,0,0,1,0,3,7,3,3,1,6,7,10,6,3,0,0,2,11,2,4,1,4,k__Bacteria
1714,0,0,1,0,1,0,0,1,0,2,10,5,4,0,1,0,1,11,9,11,24,9,24,18,1,1,0,0,1,1,0,0,2,0,0,5,0,0,0,2,0,1,0,0,0,1,3,1,3,0,0,0,1,2,6,7,8,2,17,3,4,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
1716,473,3,1,1,9,3,0,2,0,0,7,23,0,0,3,78,13,422,12,68,18,1,6,10,3,1,0,1,36,0,58,4,13,3,3,4,2,13,0,7,4,15,0,8,37,4,9,11,1,154,104,93,0,5,21,17,6,4,11,10,6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1741,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,63,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,15,49,42,0,0,1,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
1753,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,11,55,41,4,5,5,0,1,0,0,32,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,10,2,23,23,18,8,80,12,18,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]
1756,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,29,7,33,14,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,5,3,27,15,6,12,16,5,3,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma; s__
1758,3,2,4,8,0,0,0,0,0,0,4,75,0,0,0,0,3,47,4,231,32,47,9,121,0,2,0,0,34,9,2,11,10,12,11,0,0,0,0,0,0,0,0,7,0,8,4,0,0,0,0,3,0,0,1,0,13,22,7,8,3,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
1766,0,0,0,0,0,0,0,0,2,0,7,14,7,0,0,0,1,5,7,21,11,54,23,38,0,0,0,0,9,61,2,33,3,20,16,0,0,0,0,1,0,0,0,11,0,32,41,0,4,19,30,12,5,0,0,7,74,45,1,9,25,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium
1775,1,0,9,2,1,0,0,54,0,6,37,22,9,1,8,0,0,9,15,2,93,16,24,79,1,0,0,0,7,5,14,2,5,5,5,10,0,1,3,10,0,11,0,7,0,16,41,0,5,0,7,1,2,2,1,4,14,3,2,3,7,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
1782,86,26,424,112,57,0,0,214,79,67,58,1589,186,23,252,1,1,549,849,618,1185,601,1388,2246,9,7,4,1,819,689,116,266,416,270,266,428,0,46,412,52,0,100,0,458,303,319,440,53,123,13,4,13,70,33,75,324,1683,379,168,330,345,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
1813,4,17,5,0,1,1,0,0,0,0,0,0,0,0,0,7,71,1,1,0,0,0,0,1,0,0,0,0,16,0,0,1,26,0,3,0,0,30,0,4,0,10,0,9,49,18,1,0,2,13,9,191,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria
1816,0,1,3,0,0,0,0,35,2,6,50,28,11,0,11,0,0,53,76,57,60,79,28,69,110,229,116,172,9,2,3,5,0,3,2,61,0,31,2,26,0,3,0,37,0,47,50,9,10,0,0,0,41,46,75,54,79,62,110,35,19,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus; s__
1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1,5,2,0,1,0,0,0,0,1,7,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,45,50,36,0,0,0,3,4,1,0,1,7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
1830,1,0,1,0,1,0,0,1,0,0,2,28,0,0,0,0,1,15,8,18,39,11,27,43,0,1,0,0,3,2,2,0,0,0,0,4,0,8,0,2,0,2,0,0,0,17,0,11,17,0,0,0,2,1,3,4,25,16,2,9,5,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
1835,2,3,26,9,0,0,0,39,10,15,36,225,22,75,89,0,0,46,48,73,339,116,108,349,5,0,2,0,47,99,44,49,69,57,56,5,0,2,3,7,0,15,0,29,4,32,79,0,17,0,1,4,1,4,1,18,95,32,6,23,28,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta
1854,8,10,6,5,4,3,2,23,13,5,18,19,7,3,6,5,18,26,21,26,54,10,19,31,25,19,11,14,7,9,10,7,7,7,12,14,2,11,2,9,7,8,1,6,12,13,21,6,11,16,16,20,8,8,10,14,32,10,13,11,7,k__Bacteria
1861,0,0,14,3,3,0,0,41,0,17,38,45,39,0,62,0,0,100,66,155,94,45,91,126,68,54,20,39,18,3,1,8,5,0,2,92,0,34,4,31,0,38,0,22,1,64,30,1,2,2,0,0,23,33,27,71,127,46,81,48,76,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
1879,1,1,2,0,0,0,0,0,0,1,2,7,0,0,0,15,2,12,34,13,21,16,45,55,0,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,3,0,0,13,2,0,2,3,0,4,32,5,8,2,7,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1880,0,0,3,0,0,0,0,6,1,2,12,9,1,0,0,3,2,25,17,36,21,6,26,13,23,7,12,8,2,0,3,0,0,1,0,7,0,0,0,0,0,2,0,1,1,4,4,0,0,0,2,0,20,13,5,14,22,7,19,6,9,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1886,3,1,5,0,1,2,2,3,2,7,5,7,3,1,4,0,7,6,3,15,12,4,5,10,8,5,4,5,2,4,3,3,2,7,2,3,0,4,1,5,1,2,1,4,2,5,4,2,5,5,6,1,4,1,0,4,4,3,5,3,1,k__Bacteria
1887,1,0,6,1,0,0,0,4,0,0,6,8,3,0,2,0,0,14,8,23,36,15,5,13,0,3,3,5,2,1,3,0,0,1,2,3,0,0,0,2,0,0,0,2,0,9,9,7,3,0,0,0,19,17,11,16,12,9,22,8,9,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1908,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,8,0,9,9,1,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,12,107,1,1,3,0,3,12,4,0,2,1,k__Bacteria; p__Proteobacteria
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,368,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
1933,1,0,0,1,2,0,0,0,0,1,15,8,6,2,6,0,0,13,0,9,6,0,5,5,16,14,5,16,0,0,0,1,3,1,1,2,0,1,1,1,0,1,1,1,0,17,9,4,3,0,0,0,6,5,9,4,16,1,8,3,2,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__
1935,0,1,1,0,0,0,0,0,0,1,13,2,0,0,0,0,0,19,11,6,27,7,23,14,10,9,6,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,15,14,5,5,9,3,19,7,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
1967,2,1,4,2,0,0,0,0,2,0,1,8,0,0,0,28,72,9,2,36,12,16,10,43,20,0,1,0,3,11,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,11,204,122,353,0,1,0,1,12,5,1,5,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
1980,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,21,3,48,26,40,7,22,1,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,3,11,1,6,8,0,12,55,35,0,18,8,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
2000,2,4,6,1,1,3,0,6,2,3,9,7,3,2,1,6,3,6,3,17,8,7,6,17,6,6,2,2,5,3,2,3,5,3,4,2,1,2,3,4,0,0,1,4,8,6,7,3,3,6,2,10,2,2,4,6,8,4,3,1,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
2001,3,11,6,8,3,2,5,13,7,3,14,6,6,3,2,7,4,17,10,26,25,9,10,19,17,12,11,9,7,7,5,6,7,10,2,8,1,11,0,2,4,2,2,5,9,14,9,2,8,14,5,12,5,11,3,10,24,7,13,7,10,k__Bacteria
2002,16,1,15,5,4,5,8,10,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,54,7,20,16,27,11,4,14,15,17,35,8,10,12,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales; f__; g__; s__
2005,2,6,8,6,5,3,2,10,8,3,17,14,6,2,1,6,9,14,10,30,30,11,14,13,17,11,5,5,14,9,5,6,5,4,3,9,0,5,2,7,3,3,0,3,3,14,12,4,6,13,5,10,6,5,7,15,23,8,11,3,7,k__Bacteria
2010,8,13,7,8,6,8,3,13,8,9,12,20,10,2,3,7,13,19,16,24,31,10,9,22,25,17,7,17,14,16,18,6,6,22,8,17,3,7,12,8,4,8,1,5,9,18,17,4,3,9,13,7,6,6,8,14,30,6,11,4,8,k__Bacteria
2020,23,4,1,0,0,0,0,0,0,0,96,5,15,1,0,10,0,17,3,7,7,2,4,21,0,0,0,0,18,0,3,3,10,2,1,0,0,0,0,1,0,0,0,0,0,159,84,1,14,8,9,0,2,1,0,5,16,3,7,1,7,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
2026,0,1,3,2,0,0,0,10,0,6,13,12,4,0,0,0,0,16,50,15,165,45,37,58,1,0,0,0,5,1,2,0,0,1,2,4,0,0,1,0,0,1,0,5,0,13,4,1,0,0,0,0,13,7,1,27,7,4,9,6,6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
2029,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,60,128,60,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,69,28,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
2052,0,0,16,0,0,0,0,91,0,6,7,10,7,0,0,1,0,9,7,12,14,2,19,20,0,1,1,1,1,0,0,0,0,0,0,31,0,14,4,6,0,8,0,11,0,2,3,14,1,1,0,0,9,9,10,16,12,6,16,2,2,k__Bacteria; p__Firmicutes; c__Bacilli
2070,0,0,7,0,0,0,0,17,0,1,6,1,0,0,0,0,2,4,2,1,5,3,6,5,23,11,7,24,1,0,0,0,0,0,0,4,0,2,0,9,0,4,0,0,0,0,7,0,0,12,2,7,2,6,4,1,7,2,4,2,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
2078,0,0,12,1,0,0,0,24,1,9,18,24,20,56,0,2,0,5,4,5,11,9,17,60,0,0,0,0,0,0,3,11,2,0,1,6,0,5,0,10,0,0,0,0,0,30,128,0,0,24,46,20,1,0,0,10,11,1,0,2,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
2094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,7,0,9,1,98,30,24,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,0,2,5,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
2103,0,23,8,0,0,0,0,0,0,0,0,1,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,12,0,74,4,8,0,2,9,2,0,1,5,0,56,0,9,46,12,1,1,0,22,8,11,1,0,1,0,1,4,0,0,0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix; s__
2111,0,0,2,0,1,0,0,4,0,1,5,0,0,0,0,11,41,11,2,20,8,7,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,72,12,57,0,0,0,2,6,0,0,1,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
2131,0,0,3,0,0,0,0,4,0,0,0,15,0,0,0,0,1,16,0,42,25,40,2,59,0,1,0,0,0,0,1,0,3,0,0,3,0,0,0,2,0,0,0,10,0,9,26,0,0,0,0,0,1,0,1,1,108,46,0,17,2,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
2133,0,0,1,0,0,0,0,1,0,1,8,9,1,2,0,0,0,25,22,15,49,4,37,42,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,2,7,0,1,0,2,0,12,15,1,7,19,6,5,1,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
2141,4,10,9,8,11,1,5,18,9,9,13,16,4,2,2,6,8,13,12,31,32,14,12,21,14,17,10,13,12,6,11,3,7,6,8,12,5,5,6,10,4,3,1,8,4,19,19,3,8,18,11,12,3,4,4,8,16,6,15,6,6,Unclassified
2145,0,0,2,2,0,0,0,14,0,3,25,2,0,0,0,4,2,2,3,5,6,1,5,6,13,11,7,1,5,0,0,0,2,2,5,13,0,3,9,1,0,3,0,0,0,3,47,0,17,0,1,0,4,0,1,1,3,2,4,0,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__
2149,1,0,4,1,0,0,0,0,0,1,2,0,2,0,0,0,0,145,4,69,15,0,0,1,4,2,1,0,6,1,4,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,30,0,2,0,0,9,13,80,18,7,6,129,9,1,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
2169,4,8,9,4,9,0,0,18,0,7,47,25,12,0,7,0,0,90,42,85,113,80,38,58,26,48,26,60,8,4,18,7,6,12,4,8,1,1,3,6,0,1,2,10,3,37,22,16,1,1,0,0,54,60,44,72,54,45,89,44,25,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__schindleri
2182,2,59,105,0,0,0,0,0,0,0,13,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,2,1,0,0,0,1,0,13,0,0,0,4,0,29,14,2,1,0,7,13,2,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria
2200,0,0,0,0,0,0,0,2,0,1,8,16,1,1,0,5,0,6,4,17,32,6,18,43,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,4,18,0,0,0,1,1,0,5,0,1,14,6,3,0,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
2219,0,0,10,0,0,0,0,3,4,0,0,6,0,0,0,0,0,1,13,5,21,8,38,13,0,0,0,0,7,3,1,7,2,5,1,14,0,1,4,0,0,2,0,9,4,4,1,0,1,0,0,0,0,0,4,6,17,2,2,6,4,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
2224,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,14,1,63,12,11,0,35,0,2,0,0,3,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,4,18,0,9,0,2,2,12,5,2,12,119,131,0,37,15,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
2235,0,0,10,5,1,1,0,2,0,1,24,48,18,0,0,1,0,10,43,7,55,22,41,109,1,0,0,0,12,8,3,1,3,1,0,4,0,0,0,1,0,6,0,4,0,14,15,0,2,1,2,0,3,3,0,19,30,2,1,7,11,k__Bacteria
2248,0,0,1,0,0,0,0,49,0,1,29,3,6,3,0,0,0,19,20,7,22,13,17,20,2,0,1,0,0,1,0,0,0,0,0,47,0,6,3,2,0,6,0,9,2,4,7,1,0,0,0,0,4,2,1,4,9,3,5,4,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,12,0,1,0,20,0,0,0,12,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix; s__
2270,0,0,2,0,0,0,0,41,0,0,13,8,3,0,0,0,0,30,29,54,51,16,100,25,21,30,6,24,0,0,0,1,1,0,0,80,0,32,3,31,0,13,0,19,2,4,6,0,1,0,0,1,18,13,15,19,26,8,43,4,10,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
2284,0,1,2,0,0,0,0,15,0,11,8,6,1,0,2,1,0,25,8,14,20,4,11,17,5,3,0,3,0,0,0,0,0,0,0,48,0,60,0,15,0,2,0,16,0,8,3,2,4,0,0,0,5,2,5,17,11,6,7,1,7,k__Bacteria; p__Firmicutes; c__Bacilli
2293,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,12,6,10,23,4,36,12,169,38,21,115,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,24,9,8,1,10,10,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
2294,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,161,420,0,1,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,63,25,5,11,1460,1975,419,0,0,0,0,0,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
2295,0,6,7,3,0,0,0,5,0,0,27,38,7,0,0,0,0,38,17,107,170,79,38,108,1,0,0,0,8,1,0,1,0,4,2,0,0,0,0,2,0,0,0,3,0,17,14,3,1,0,0,0,9,14,1,10,50,61,5,31,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__alaskensis
2301,0,3,59,20,12,2,0,249,18,27,28,238,86,5,0,30,0,37,64,46,133,122,116,465,17,0,3,0,19,18,17,7,28,48,11,195,0,39,106,38,0,30,0,34,9,100,90,0,12,73,57,31,9,2,1,62,157,23,3,43,65,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Anaerospora; s__
2303,11,4,7,7,5,0,5,11,8,4,10,11,6,2,5,5,4,7,9,15,24,7,10,16,10,15,5,10,12,9,6,5,7,6,8,8,2,6,2,7,1,3,1,4,7,7,12,1,9,10,4,7,3,4,3,4,20,6,11,3,8,k__Bacteria
2304,0,0,0,0,0,0,0,3,2,0,9,35,4,17,2,0,0,16,8,12,42,22,10,54,0,0,0,0,9,5,4,4,4,2,6,0,0,0,1,4,0,2,0,5,3,6,33,0,1,0,0,0,1,1,1,6,11,11,0,2,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
2306,0,3,30,0,0,0,0,0,0,0,0,13,0,0,0,4,37,0,5,0,2,0,4,7,0,0,0,0,0,0,0,4,6,4,0,0,0,2,0,6,0,0,0,1,0,19,1,7,0,188,145,18,0,0,5,7,0,0,3,0,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
2311,9,4,7,6,6,0,4,10,8,4,20,13,6,4,7,2,18,12,11,22,17,8,13,18,17,18,6,13,7,6,8,7,1,8,1,10,1,8,2,8,2,8,1,7,6,16,10,4,9,12,13,7,3,8,3,8,17,3,9,10,6,k__Bacteria
2312,5,1,0,0,1,0,0,1,0,0,7,3,1,0,0,1,0,38,3,17,10,7,20,1,0,2,3,1,10,0,1,1,9,0,2,1,0,3,0,4,0,11,0,3,2,7,1,0,0,0,0,1,8,7,3,7,2,3,8,2,6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
2314,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,51,0,26,3,26,17,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,4,6,1,8,5,9,6,6,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
